source_row,source_kind,work_name,zone_code,zone_name,source_label,activity_name,source_resolution_status,normalization_note,mapping_status,match_level,mapping_note,timing_status,start_day,finish_day,elapsed_span_days,duration_basis,timing_basis,baseline_version,baseline_commit_sha,source_register_commit_sha,matched_activity_count,matched_activity_ids,critical_exposure,critical_exposure_note,network_basis
"88","PHYSICAL_SCOPE","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารร้านอาหารและร้านกาแฟ","โซนอาคารร้านอาหารและร้านกาแฟ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","567","755","189","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","4","P01-A24-EX01;P01-A24-EX02;P01-A24-FURN;P01-A24-EX03","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"89","PHYSICAL_SCOPE","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารประชุม และอเนกประสงค์","โซนอาคารประชุม และอเนกประสงค์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","697","792","96","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-A25-EX01;P01-A25-FURN;P01-A25-EX02","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"90","PHYSICAL_SCOPE","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","อาคารผลิตน้ำประปา","อาคารผลิตน้ำประปา","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","627","785","159","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","4","P01-A26-EX01;P01-A26-EX02;P01-A26-FURN;P01-A26-EX03","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"92","PHYSICAL_SCOPE","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","B","โซนพักค้างคืน 1 (zone B)","โซนลานจอดรถ","โซนลานจอดรถ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","715","777","63","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","1","P01-B33-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"94","PHYSICAL_SCOPE","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่ต้อนรับ","โซนพื้นที่ต้อนรับ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","751","782","32","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","1","P01-C41-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"95","PHYSICAL_SCOPE","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่บ้านเต็นท์","โซนพื้นที่บ้านเต็นท์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","735","863","129","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-C42A-FURN;P01-C42B-FURN;P01-C42C-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"97","PHYSICAL_SCOPE","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","D","โซนพื้นที่ศึกษาธรรมชาติ (zone D)","โซนศึกษาธรรมชาติ 3","โซนศึกษาธรรมชาติ 3","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","834","902","69","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","1","P01-D53-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"100","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนทางเข้า-ออก หลัก","โซนทางเข้า–ออกหลัก","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","181","399","219","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-A21-SUR;P01-A21-CTRL;P01-A21-MON;P01-A21-EW;P01-A21-DRN;P01-A21-UTIL;P01-A21-BASE;P01-A21-PAVE;P01-A21-ELE;P01-A21-SOIL;P01-A21-FURN;P01-A21-SOFT;P01-A21-IRR;P01-A21-REST;P01-A21-FIN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"101","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซน Drop-off","โซน Drop-off","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","220","439","220","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-A22-SUR;P01-A22-CTRL;P01-A22-MON;P01-A22-EW;P01-A22-DRN;P01-A22-UTIL;P01-A22-BASE;P01-A22-PAVE;P01-A22-ELE;P01-A22-SOIL;P01-A22-FURN;P01-A22-SOFT;P01-A22-IRR;P01-A22-REST;P01-A22-FIN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"102","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","181","797","617","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-A23-SUR;P01-A23-EXT;P01-A23-FURN","CONTAINS_ZERO_FLOAT_DETAIL","มีอย่างน้อยหนึ่งกิจกรรมรายละเอียดที่อ้างอิงอยู่บนเส้น Total Float = 0; ไม่ได้หมายความว่า Summary bar ทั้งช่วงเป็น Critical Path","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"103","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารร้านอาหารและร้านกาแฟ","โซนอาคารร้านอาหารและร้านกาแฟ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","300","730","431","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-A24-SUR;P01-A24-EXT;P01-A24-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"104","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารประชุม และอเนกประสงค์","โซนอาคารประชุม และอเนกประสงค์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","330","769","440","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-A25-SUR;P01-A25-EXT;P01-A25-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"105","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","อาคารผลิตน้ำประปา","อาคารผลิตน้ำประปา","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","360","762","403","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-A26-SUR;P01-A26-EXT;P01-A26-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"106","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนสนามหญ้าอเนกประสงค์","โซนสนามหญ้าอเนกประสงค์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","520","819","300","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-A27-SUR;P01-A27-CTRL;P01-A27-MON;P01-A27-EW;P01-A27-DRN;P01-A27-UTIL;P01-A27-BASE;P01-A27-PAVE;P01-A27-ELE;P01-A27-SOIL;P01-A27-FURN;P01-A27-SOFT;P01-A27-IRR;P01-A27-REST;P01-A27-FIN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"107","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","งานผังบริเวณและปรับปรุงภูมิทัศน์","งานผังบริเวณและปรับปรุงภูมิทัศน์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","650","979","330","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-A28-SUR;P01-A28-CTRL;P01-A28-MON;P01-A28-EW;P01-A28-DRN;P01-A28-UTIL;P01-A28-BASE;P01-A28-PAVE;P01-A28-ELE;P01-A28-SOIL;P01-A28-FURN;P01-A28-SOFT;P01-A28-IRR;P01-A28-REST;P01-A28-FIN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"108","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","ห้องปั๊มและถังเก็บน้ำ","ห้องปั๊มและถังเก็บน้ำ","CLEAN","","TBC","TIMING_TBC","ยกเลิกการจับคู่กับ “อาคารห้องนิรันดร์ พื้นที่ A” เพราะไม่ใช่หลักฐานยืนยันว่าเป็นห้องปั๊มและถังเก็บน้ำ; รอแบบ/BOQ/ทีมงานยืนยัน Package และช่วงเวลา","TBC_TEAM_CONFIRMATION","","","","TBC","NOT_ASSIGNED","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","0","","NOT_ASSESSED_TBC","ยังไม่ประเมินจนกว่าทีมจะยืนยัน Package และช่วงเวลา","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"109","PHYSICAL_SCOPE","งานภูมิทัศน์","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","CLEAN","","CONFIRMED","ZONE_EQUIPMENT_SCOPE_MATCH","รายการ Excel เป็นงานครุภัณฑ์ระดับโซน จึงจับคู่เฉพาะกิจกรรมครุภัณฑ์/อุปกรณ์ในโซน ไม่ใช้ช่วงรวมของหมวดงานอื่น","MAPPED_ELAPSED_SPAN","323","927","605","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","20","P01-A21-FURN;P01-A22-FURN;P01-A24-EX01;P01-A26-EX01;P01-A24-EX02;P01-A23-EX01;P01-A26-EX02;P01-A24-FURN;P01-A25-EX01;P01-A23-EX02;P01-A26-FURN;P01-A27-FURN;P01-A25-FURN;P01-A23-EX03;P01-A23-FURN;P01-A24-EX03;P01-A26-EX03;P01-A25-EX02;P01-A29-FURN;P01-A28-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"111","PHYSICAL_SCOPE","งานภูมิทัศน์","B","โซนพักค้างคืน 1 (zone B)","โซนลานจอดรถ","โซนลานจอดรถ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","500","829","330","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-B33-SUR;P01-B33-CTRL;P01-B33-MON;P01-B33-EW;P01-B33-DRN;P01-B33-UTIL;P01-B33-BASE;P01-B33-PAVE;P01-B33-ELE;P01-B33-SOIL;P01-B33-FURN;P01-B33-SOFT;P01-B33-IRR;P01-B33-REST;P01-B33-FIN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"112","PHYSICAL_SCOPE","งานภูมิทัศน์","B","โซนพักค้างคืน 1 (zone B)","งานผังบริเวณและปรับปรุงภูมิทัศน์","งานผังบริเวณและปรับปรุงภูมิทัศน์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","720","899","180","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-B34-SUR;P01-B34-CTRL;P01-B34-MON;P01-B34-EW;P01-B34-DRN;P01-B34-UTIL;P01-B34-BASE;P01-B34-PAVE;P01-B34-ELE;P01-B34-SOIL;P01-B34-FURN;P01-B34-SOFT;P01-B34-IRR;P01-B34-REST;P01-B34-FIN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"113","PHYSICAL_SCOPE","งานภูมิทัศน์","B","โซนพักค้างคืน 1 (zone B)","จุดรวมขยะโครงการ","จุดรวมขยะโครงการ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","520","716","197","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-B32-SUR;P01-B32-EXT;P01-B32-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"114","PHYSICAL_SCOPE","งานภูมิทัศน์","B","โซนพักค้างคืน 1 (zone B)","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","CLEAN","","CONFIRMED","ZONE_EQUIPMENT_SCOPE_MATCH","รายการ Excel เป็นงานครุภัณฑ์ระดับโซน จึงจับคู่เฉพาะกิจกรรมครุภัณฑ์/อุปกรณ์ในโซน ไม่ใช้ช่วงรวมของหมวดงานอื่น","MAPPED_ELAPSED_SPAN","693","871","179","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","4","P01-B32-FURN;P01-B31-FURN;P01-B33-FURN;P01-B34-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"116","PHYSICAL_SCOPE","งานภูมิทัศน์","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่ต้อนรับ","โซนพื้นที่ต้อนรับ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","520","782","263","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-C41-SUR;P01-C41-EXT;P01-C41-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"117","PHYSICAL_SCOPE","งานภูมิทัศน์","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่บ้านเต็นท์","โซนพื้นที่บ้านเต็นท์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","520","863","344","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","9","P01-C42A-SUR;P01-C42B-SUR;P01-C42C-SUR;P01-C42A-EXT;P01-C42A-FURN;P01-C42B-EXT;P01-C42B-FURN;P01-C42C-EXT;P01-C42C-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"118","PHYSICAL_SCOPE","งานภูมิทัศน์","C","โซนพักค้างคืน 2 (zone C)","ห้องปั๊มและถังเก็บน้ำ","ห้องปั๊มและถังเก็บน้ำ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","650","846","197","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-C43-SUR;P01-C43-EXT;P01-C43-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"119","PHYSICAL_SCOPE","งานภูมิทัศน์","C","โซนพักค้างคืน 2 (zone C)","ครุภัณฑ์จัดจ้างหรือสั่งทำ","ครุภัณฑ์จัดจ้างหรือสั่งทำ","CLEAN","","CONFIRMED","ZONE_EQUIPMENT_SCOPE_MATCH","รายการ Excel เป็นงานครุภัณฑ์ระดับโซน จึงจับคู่เฉพาะกิจกรรมครุภัณฑ์/อุปกรณ์ในโซน ไม่ใช้ช่วงรวมของหมวดงานอื่น","MAPPED_ELAPSED_SPAN","735","863","129","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","6","P01-C42A-FURN;P01-C41-FURN;P01-C42B-FURN;P01-C43-FURN;P01-C42C-FURN;P01-C43-EX01","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"121","PHYSICAL_SCOPE","งานภูมิทัศน์","D","โซนพื้นที่ศึกษาธรรมชาติ (zone D)","โซนศึกษาธรรมชาติ 1","โซนศึกษาธรรมชาติ 1","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","301","619","319","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-D51-SUR;P01-D51-CTRL;P01-D51-MON;P01-D51-EW;P01-D51-DRN;P01-D51-BASE;P01-D51-UTIL;P01-D51-PAVE;P01-D51-ELE;P01-D51-SOIL;P01-D51-FURN;P01-D51-SOFT;P01-D51-IRR;P01-D51-REST;P01-D51-FIN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"122","PHYSICAL_SCOPE","งานภูมิทัศน์","D","โซนพื้นที่ศึกษาธรรมชาติ (zone D)","โซนศึกษาธรรมชาติ 2","โซนศึกษาธรรมชาติ 2","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","430","779","350","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-D52-SUR;P01-D52-CTRL;P01-D52-MON;P01-D52-EW;P01-D52-DRN;P01-D52-UTIL;P01-D52-BASE;P01-D52-PAVE;P01-D52-ELE;P01-D52-SOIL;P01-D52-FURN;P01-D52-SOFT;P01-D52-IRR;P01-D52-REST;P01-D52-FIN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"123","PHYSICAL_SCOPE","งานภูมิทัศน์","D","โซนพื้นที่ศึกษาธรรมชาติ (zone D)","โซนศึกษาธรรมชาติ 3","โซนศึกษาธรรมชาติ 3","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","600","959","360","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-D53-SUR;P01-D53-CTRL;P01-D53-MON;P01-D53-EW;P01-D53-DRN;P01-D53-UTIL;P01-D53-BASE;P01-D53-PAVE;P01-D53-ELE;P01-D53-SOIL;P01-D53-FURN;P01-D53-SOFT;P01-D53-IRR;P01-D53-REST;P01-D53-FIN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
